8000000000003,0.444,Mariara,Venezuela,10.45N,67.91W
1887-07-01,25.635,0.8190000000000001,Martapura,Indonesia,4.02S,114.91E
1887-08-01,25.581999999999997,0.603,Martapura,Indonesia,4.02S,114.91E
1887-09-01,25.703000000000003,0.96,Martapura,Indonesia,4.02S,114.91E
1887-10-01,26.209,0.7440000000000001,Martapura,Indonesia,4.02S,114.91E
1887-11-01,25.426,0.956,Martapura,Indonesia,4.02S,114.91E
1887-12-01,25.313000000000002,0.6970000000000001,Martapura,Indonesia,4.02S,114.91E
1888-01-01,24.222,1.104,Martapura,Indonesia,4.02S,114.91E
1888-02-01,25.596999999999998,1.014,Martapura,Indonesia,4.02S,114.91E
1888-03-01,26.316,0.67,Martapura,Indonesia,4.02S,114.91E
1888-04-01,26.49,0.531,Martapura,Indonesia,4.02S,114.91E
1888-05-01,26.955,0.772,Martapura,Indonesia,4.02S,114.91E
1888-06-01,26.607,0.748,Martapura,Indonesia,4.02S,114.91E
1888-07-01,26.025,0.998,Martapura,Indonesia,4.02S,114.91E
1888-08-01,26.109,0.805,Martapura,Indonesia,4.02S,114.91E
1888-09-01,26.286,0.8809999999999999,Martapura,Indonesia,4.02S,114.91E
1888-10-01,26.916,0.878,Martapura,Indonesia,4.02S,114.91E
1888-11-01,26.276999999999997,0.584,Martapura,Indonesia,4.02S,114.91E
1888-12-01,25.753,0.8759999999999999,Martapura,Indonesia,4.02S,114.91E
1889-01-01,26.304000000000002,0.732,Martapura,Indonesia,4.02S,114.91E
1889-02-01,26.649,0.809,Martapura,Indonesia,4.02S,114.91E
1889-03-01,26.621,0.735,Martapura,Indonesia,4.02S,114.91E
1889-04-01,27.629,0.539,Martapura,Indonesia,4.02S,114.91E
1889-05-01,27.576,0.716,Martapura,Indonesia,4.02S,114.91E
1889-06-01,26.874000000000002,0.693,Martapura,Indonesia,4.02S,114.91E
1889-07-01,25.795,0.755,Martapura,Indonesia,4.02S,114.91E
1889-08-01,26.267000000000003,0.773,Martapura,Indonesia,4.02S,114.91E
1889-09-01,26.158,0.779,Martapura,Indonesia,4.02S,114.91E
1889-10-01,26.331,0.838,Martapura,Indonesia,4.02S,114.91E
1889-11-01,25.773000000000003,0.8009999999999999,Martapura,Indonesia,4.02S,114.91E
1889-12-01,25.399,0.9670000000000001,Martapura,Indonesia,4.02S,114.91E
1890-01-01,26.06,0.782,Martapura,Indonesia,4.02S,114.91E
1890-02-01,25.65,0.93,Martapura,Indonesia,4.02S,114.91E
1890-03-01,26.251,0.929,Martapura,Indonesia,4.02S,114.91E
1890-04-01,26.235,0.9540000000000001,Martapura,Indonesia,4.02S,114.91E
1890-05-01,26.296,0.925,Martapura,Indonesia,4.02S,114.91E
1890-06-01,25.987,0.72,Martapura,Indonesia,4.02S,114.91E
1890-07-01,25.728,0.861,Martapura,Indonesia,4.02S,114.91E
1890-08-01,25.521,0.616,Martapura,Indonesia,4.02S,114.91E
1890-09-01,25.892,0.705,Martapura,Indonesia,4.02S,114.91E
1890-10-01,25.607,0.601,Martapura,Indonesia,4.02S,114.91E
1890-11-01,25.228,0.6709999999999999,Martapura,Indonesia,4.02S,114.91E
1890-12-01,25.119,0.74,Martapura,Indonesia,4.02S,114.91E
1891-01-01,25.461,0.927,Martapura,Indonesia,4.02S,114.91E
1891-02-01,25.705,0.831,Martapura,Indonesia,4.02S,114.91E
1891-03-01,26.013,0.657,Martapura,Indonesia,4.02S,114.91E
1891-04-01,26.267,0.5820000000000001,Martapura,Indonesia,4.02S,114.91E
1891-05-01,26.735,0.6579999999999999,Martapura,Indonesia,4.02S,114.91E
1891-06-01,26.638,0.879,Martapura,Indonesia,4.02S,114.91E
1891-07-01,25.53,0.754,Martapura,Indonesia,4.02S,114.91E
1891-08-01,25.296999999999997,0.775,Martapura,Indonesia,4.02S,114.91E
1891-09-01,26.397,1.08,Martapura,Indonesia,4.02S,114.91E
1891-10-01,26.346999999999998,0.767,Martapura,Indonesia,4.02S,114.91E
1891-11-01,26.046,0.6829999999999999,Martapura,Indonesia,4.02S,114.91E
1891-12-01,25.594,0.637,Martapura,Indonesia,4.02S,114.91E
1892-01-01,25.688000000000002,0.7809999999999999,Martapura,Indonesia,4.02S,114.91E
1892-02-01,25.831999999999997,0.909,Martapura,Indonesia,4.02S,114.91E
1892-03-01,25.892,1.237,Martapura,Indonesia,4.02S,114.91E
1892-04-01,25.767,0.831,Martapura,Indonesia,4.02S,114.91E
1892-05-01,25.956999999999997,0.569,Martapura,Indonesia,4.02S,114.91E
1892-06-01,26.58,0.7440000000000001,Martapura,Indonesia,4.02S,114.91E
1892-07-01,26.088,0.857,Martapura,Indonesia,4.02S,114.91E
1892-08-01,25.427000000000003,0.7290000000000001,Martapura,Indonesia,4.02S,114.91E
1892-09-01,26.116,0.585,Martapura,Indonesia,4.02S,114.91E
1892-10-01,26.054,0.667,Martapura,Indonesia,4.02S,114.91E
1892-11-01,25.288,0.866,Martapura,Indonesia,4.02S,114.91E
1892-12-01,25.491,1.03,Martapura,Indonesia,4.02S,114.91E
1893-01-01,24.341,0.893,Martapura,Indonesia,4.02S,114.91E
1893-02-01,24.954,0.7759999999999999,Martapura,Indonesia,4.02S,114.91E
1893-03-01,25.792,0.927,Martapura,Indonesia,4.02S,114.91E
1893-04-01,26.271,0.62,Martapura,Indonesia,4.02S,114.91E
1893-05-01,26.411,0.599,Martapura,Indonesia,4.02S,114.91E
1893-06-01,25.927,0.768,Martapura,Indonesia,4.02S,114.91E
1893-07-01,25.741,0.631,Martapura,Indonesia,4.02S,114.91E
1893-08-01,25.578000000000007,0.9540000000000001,Martapura,Indonesia,4.02S,114.91E
1893-09-01,26.156999999999996,0.584,Martapura,Indonesia,4.02S,114.91E
1893-10-01,25.933000000000003,0.581,Martapura,Indonesia,4.02S,114.91E
1893-11-01,25.983,0.713,Martapura,Indonesia,4.02S,114.91E
1893-12-01,25.016,0.555,Martapura,Indonesia,4.02S,114.91E
1894-01-01,24.743000000000002,0.774,Martapura,Indonesia,4.02S,114.91E
1894-02-01,25.506999999999998,0.7090000000000001,Martapura,Indonesia,4.02S,114.91E
1894-03-01,25.951,0.722,Martapura,Indonesia,4.02S,114.91E
1894-04-01,26.41,0.655,Martapura,Indonesia,4.02S,114.91E
1894-05-01,26.108,0.6779999999999999,Martapura,Indonesia,4.02S,114.91E
1894-06-01,25.836,0.607,Martapura,Indonesia,4.02S,114.91E
1894-07-01,25.565,0.516,Martapura,Indonesia,4.02S,114.91E
1894-08-01,25.839,0.782,Martapura,Indonesia,4.02S,114.91E
1894-09-01,26.124000000000002,0.636,Martapura,Indonesia,4.02S,114.91E
1894-10-01,26.388,0.484,Martapura,Indonesia,4.02S,114.91E
1894-11-01,25.559,0.7809999999999999,Martapura,Indonesia,4.02S,114.91E
1894-12-01,25.525,0.5429999999999999,Martapura,Indonesia,4.02S,114.91E
1895-01-01,25.999000000000002,0.836,Martapura,Indonesia,4.02S,114.91E
1895-02-01,25.605999999999998,0.608,Martapura,Indonesia,4.02S,114.91E
1895-03-01,26.036,0.583,Martapura,Indonesia,4.02S,114.91E
1895-04-01,26.378,0.635,Martapura,Indonesia,4.02S,114.91E
1895-05-01,26.719,0.657,Martapura,Indonesia,4.02S,114.91E
1895-06-01,26.259,0.547,Martapura,Indonesia,4.02S,114.91E
1895-07-01,25.54,0.537,Martapura,Indonesia,4.02S,114.91E
1895-08-01,25.395000000000003,0.46,Martapura,Indonesia,4.02S,114.91E
1895-09-01,26.51,0.552,Martapura,Indonesia,4.02S,114.91E
1895-10-01,26.433000000000003,0.536,Martapura,Indonesia,4.02S,114.91E
1895-11-01,26.156,0.5720000000000001,Martapura,Indonesia,4.02S,114.91E
1895-12-01,25.611,0.657,Martapura,Indonesia,4.02S,114.91E
1896-01-01,24.993000000000002,0.97,Martapura,Indonesia,4.02S,114.91E
1896-02-01,25.737,0.7959999999999999,Martapura,Indonesia,4.02S,114.91E
1896-03-01,26.031999999999996,0.5579999999999999,Martapura,Indonesia,4.02S,114.91E
1896-04-01,26.166,0.6920000000000001,Martapura,Indonesia,4.02S,114.91E
1896-05-01,26.704,0.83,Martapura,Indonesia,4.02S,114.91E
1896-06-01,25.878,0.736,Martapura,Indonesia,4.02S,114.91E
1896-07-01,25.428,0.726,Martapura,Indonesia,4.02S,114.91E
1896-08-01,26.051,1.111,Martapura,Indonesia,4.02S,114.91E
1896-09-01,26.18,0.715,Martapura,Indonesia,4.02S,114.91E
1896-10-01,25.991,1.143,Martapura,Indonesia,4.02S,114.91E
1896-11-01,26.215,1.358,Martapura,Indonesia,4.02S,114.91E
1896-12-01,25.931,0.857,Martapura,Indonesia,4.02S,114.91E
1897-01-01,26.251,1.29,Martapura,Indonesia,4.02S,114.91E
1897-02-01,27.369,0.741,Martapura,Indonesia,4.02S,114.91E
1897-03-01,26.966,0.862,Martapura,Indonesia,4.02S,114.91E
1897-04-01,26.938000000000002,0.863,Martapura,Indonesia,4.02S,114.91E
1897-05-01,26.941999999999997,0.606,Martapura,Indonesia,4.02S,114.91E
1897-06-01,27.079,0.684,Martapura,Indonesia,4.02S,114.91E
1897-07-01,26.445,0.5710000000000001,Martapura,Indonesia,4.02S,114.91E
1897-08-01,26.601000000000006,0.61,Martapura,Indonesia,4.02S,114.91E
1897-09-01,25.976999999999997,0.5479999999999999,Martapura,Indonesia,4.02S,114.91E
1897-10-01,26.188000000000002,0.7509999999999999,Martapura,Indonesia,4.02S,114.91E
1897-11-01,26.362,0.774,Martapura,Indonesia,4.02S,114.91E
1897-12-01,26.112,0.755,Martapura,Indonesia,4.02S,114.91E
1898-01-01,25.626,1.121,Martapura,Indonesia,4.02S,114.91E
1898-02-01,25.901,0.7,Martapura,Indonesia,4.02S,114.91E
1898-03-01,26.156999999999996,0.7609999999999999,Martapura,Indonesia,4.02S,114.91E
1898-04-01,26.576,0.6729999999999999,Martapura,Indonesia,4.02S,114.91E
1898-05-01,26.61,0.708,Martapura,Indonesia,4.02S,114.91E
1898-06-01,26.619,0.521,Martapura,Indonesia,4.02S,114.91E
1898-07-01,25.83,0.584,Martapura,Indonesia,4.02S,114.91E
1898-08-01,26.219,0.636,Martapura,Indonesia,4.02S,114.91E
1898-09-01,26.042,0.6629999999999999,Martapura,Indonesia,4.02S,114.91E
1898-10-01,26.289,0.7559999999999999,Martapura,Indonesia,4.02S,114.91E
1898-11-01,25.982,0.929,Martapura,Indonesia,4.02S,114.91E
1898-12-01,25.775,1.41,Martapura,Indonesia,4.02S,114.91E
1899-01-01,25.785,1.237,Martapura,Indonesia,4.02S,114.91E
1899-02-01,25.750999999999998,1.077,Martapura,Indonesia,4.02S,114.91E
1899-03-01,25.513,0.8009999999999999,Martapura,Indonesia,4.02S,114.91E
1899-04-01,25.975,0.8540000000000001,Martapura,Indonesia,4.02S,114.91E
1899-05-01,26.71,0.7609999999999999,Martapura,Indonesia,4.02S,114.91E
1899-06-01,25.724,0.708,Martapura,Indonesia,4.02S,114.91E
1899-07-01,26.003,0.541,Martapura,Indonesia,4.02S,114.91E
1899-08-01,26.013,0.6709999999999999,Martapura,Indonesia,4.02S,114.91E
1899-09-01,26.061,0.67,Martapura,Indonesia,4.02S,114.91E
1899-10-01,26.096,0.617,Martapura,Indonesia,4.02S,114.91E
1899-11-01,25.796,1.287,Martapura,Indonesia,4.02S,114.91E
1899-12-01,25.217,0.7659999999999999,Martapura,Indonesia,4.02S,114.91E
1900-01-01,26.482,0.987,Martapura,Indonesia,4.02S,114.91E
1900-02-01,26.343000000000004,1.067,Martapura,Indonesia,4.02S,114.91E
1900-03-01,26.628,0.91,Martapura,Indonesia,4.02S,114.91E
1900-04-01,27.149,0.84,Martapura,Indonesia,4.02S,114.91E
1900-05-01,27.245,0.682,Martapura,Indonesia,4.02S,114.91E
1900-06-01,26.663,0.8690000000000001,Martapura,Indonesia,4.02S,114.91E
1900-07-01,25.746,0.7929999999999999,Martapura,Indonesia,4.02S,114.91E
1900-08-01,26.064,0.748,Martapura,Indonesia,4.02S,114.91E
1900-09-01,26.783,0.912,Martapura,Indonesia,4.02S,114.91E
1900-10-01,26.558000000000003,0.7709999999999999,Martapura,Indonesia,4.02S,114.91E
1900-11-01,26.177,0.816,Martapura,Indonesia,4.02S,114.91E
1900-12-01,26.257,0.89,Martapura,Indonesia,4.02S,114.91E
1901-01-01,25.976,0.878,Martapura,Indonesia,4.02S,114.91E
1901-02-01,26.166999999999998,1.07,Martapura,Indonesia,4.02S,114.91E
1901-03-01,26.339000000000002,0.9520000000000001,Martapura,Indonesia,4.02S,114.91E
1901-04-01,26.965999999999998,0.746,Martapura,Indonesia,4.02S,114.91E
1901-05-01,27.096,0.6759999999999999,Martapura,Indonesia,4.02S,114.91E
1901-06-01,26.69,0.789,Martapura,Indonesia,4.02S,114.91E
1901-07-01,25.711,0.69,Martapura,Indonesia,4.02S,114.91E
1901-08-01,25.115,0.721,Martapura,Indonesia,4.02S,114.91E
1901-09-01,26.065,0.696,Martapura,Indonesia,4.02S,114.91E
1901-10-01,26.463,0.833,Martapura,Indonesia,4.02S,114.91E
1901-11-01,25.895,0.763,Martapura,Indonesia,4.02S,114.91E
1901-12-01,25.401,0.831,Martapura,Indonesia,4.02S,114.91E
1902-01-01,25.333000000000002,0.887,Martapura,Indonesia,4.02S,114.91E
1902-02-01,25.568,0.932,Martapura,Indonesia,4.02S,114.91E
1902-03-01,26.012,0.841,Martapura,Indonesia,4.02S,114.91E
1902-04-01,26.331,0.878,Martapura,Indonesia,4.02S,114.91E
1902-05-01,26.721,0.715,Martapura,Indonesia,4.02S,114.91E
1902-06-01,26.535999999999998,0.649,Martapura,Indonesia,4.02S,114.91E
1902-07-01,25.983,0.736,Martapura,Indonesia,4.02S,114.91E
1902-08-01,25.976999999999997,0.735,Martapura,Indonesia,4.02S,114.91E
1902-09-01,25.861,0.748,Martapura,Indonesia,4.02S,114.91E
1902-10-01,26.026,0.892,Martapura,Indonesia,4.02S,114.91E
1902-11-01,25.941999999999997,0.89,Martapura,Indonesia,4.02S,114.91E
1902-12-01,25.603,0.9329999999999999,Martapura,Indonesia,4.02S,114.91E
1903-01-01,26.49,1.212,Martapura,Indonesia,4.02S,114.91E
1903-02-01,26.104,0.912,Martapura,Indonesia,4.02S,114.91E
1903-03-01,26.414,0.607,Martapura,Indonesia,4.02S,114.91E
1903-04-01,26.736,0.6559999999999999,Martapura,Indonesia,4.02S,114.91E
1903-05-01,27.053,0.6709999999999999,Martapura,Indonesia,4.02S,114.91E
1903-06-01,26.410999999999998,0.5539999999999999,Martapura,Indonesia,4.02S,114.91E
1903-07-01,26.114,0.517,Martapura,Indonesia,4.02S,114.91E
1903-08-01,26.24,0.56,Martapura,Indonesia,4.02S,114.91E
1903-09-01,26.305,0.588,Martapura,Indonesia,4.02S,114.91E
1903-10-01,26.146,0.6759999999999999,Martapura,Indonesia,4.02S,114.91E
1903-11-01,25.891,0.785,Martapura,Indonesia,4.02S,114.91E
1903-12-01,25.406999999999996,0.909,Martapura,Indonesia,4.02S,114.91E
1904-01-01,25.456,0.807,Martapura,Indonesia,4.02S,114.91E
1904-02-01,25.967,0.8909999999999999,Martapura,Indonesia,4.02S,114.91E
1904-03-01,26.231,0.6859999999999999,Martapura,Indonesia,4.02S,114.91E
1904-04-01,25.683000000000003,0.596,Martapura,Indonesia,4.02S,114.91E
1904-05-01,26.375,0.5479999999999999,Martapura,Indonesia,4.02S,114.91E
1904-06-01,25.744,0.612,Martapura,Indonesia,4.02S,114.91E
1904-07-01,26.289,0.5379999999999999,Martapura,Indonesia,4.02S,114.91E
1904-08-01,25.750999999999998,0.556,Martapura,Indonesia,4.02S,114.91E
1904-09-01,26.171999999999997,0.57,Martapura,Indonesia,4.02S,114.91E
1904-10-01,25.932,0.593,Martapura,Indonesia,4.02S,114.91E
1904-11-01,26.024,0.65,Martapura,Indonesia,4.02S,114.91E
1904-12-01,25.488000000000003,0.626,Martapura,Indonesia,4.02S,114.91E
1905-01-01,25.604,0.797,Martapura,Indonesia,4.02S,114.91E
1905-02-01,26.14,0.71,Martapura,Indonesia,4.02S,114.91E
1905-03-01,27.482,1.14,Martapura,Indonesia,4.02S,114.91E
1905-04-01,27.177,0.55,Martapura,Indonesia,4.02S,114.91E
1905-05-01,26.92,0.674,Martapura,Indonesia,4.02S,114.91E
1905-06-01,27.351,0.934,Martapura,Indonesia,4.02S,114.91E
1905-07-01,26.34,0.85,Martapura,Indonesia,4.02S,114.91E
1905-08-01,26.48,1.091,Martapura,Indonesia,4.02S,114.91E
1905-09-01,26.563000000000002,0.9079999999999999,Martapura,Indonesia,4.02S,114.91E
1905-10-01,26.939,0.7509999999999999,Martapura,Indonesia,4.02S,114.91E
1905-11-01,26.363000000000003,0.784,Martapura,Indonesia,4.02S,114.91E
1905-12-01,25.818,0.812,Martapura,Indonesia,4.02S,114.91E
1906-01-01,26.185,0.636,Martapura,Indonesia,4.02S,114.91E
1906-02-01,26.714000000000002,0.8290000000000001,Martapura,Indonesia,4.02S,114.91E
1906-03-01,27.415,0.53,Martapura,Indonesia,4.02S,114.91E
1906-04-01,27.156,0.7040000000000001,Martapura,Indonesia,4.02S,114.91E
1906-05-01,27.303,0.743,Martapura,Indonesia,4.02S,114.91E
1906-06-01,26.708,0.5670000000000001,Martapura,Indonesia,4.02S,114.91E
1906-07-01,26.379,0.578,Martapura,Indonesia,4.02S,114.91E
1906-08-01,26.166999999999998,0.552,Martapura,Indonesia,4.02S,114.91E
1906-09-01,26.5,1.084,Martapura,Indonesia,4.02S,114.91E
1906-10-01,26.675,0.721,Martapura,Indonesia,4.02S,114.91E
1906-11-01,26.671,0.652,Martapura,Indonesia,4.02S,114.91E
1906-12-01,25.803,0.865,Martapura,Indonesia,4.02S,114.91E
1907-01-01,26.041,0.789,Martapura,Indonesia,4.02S,114.91E
1907-02-01,26.095,0.695,Martapura,Indonesia,4.02S,114.91E
1907-03-01,25.871,0.49200000000000005,Martapura,Indonesia,4.02S,114.91E
1907-04-01,26.572,0.64,Martapura,Indonesia,4.02S,114.91E
1907-05-01,26.929000000000002,0.48200000000000004,Martapura,Indonesia,4.02S,114.91E
1907-06-01,26.081,0.46299999999999997,Martapura,Indonesia,4.02S,114.91E
1907-07-01,25.945999999999998,0.528,Martapura,Indonesia,4.02S,114.91E
1907-08-01,25.785,0.6409999999999999,Martapura,Indonesia,4.02S,114.91E
1907-09-01,26.138,0.488,Martapura,Indonesia,4.02S,114.91E
1907-10-01,26.288,0.539,Martapura,Indonesia,4.02S,114.91E
1907-11-01,26.473000000000003,0.621,Martapura,Indonesia,4.02S,114.91E
1907-12-01,26.025,0.478,Martapura,Indonesia,4.02S,114.91E
1908-01-01,26.324,0.7440000000000001,Martapura,Indonesia,4.02S,114.91E
1908-02-01,26.734,0.637,Martapura,Indonesia,4.02S,114.91E
1908-03-01,26.799,0.568,Martapura,Indonesia,4.02S,114.91E
1908-04-01,27.013,0.452,Martapura,Indonesia,4.02S,114.91E
1908-05-01,27.188000000000002,0.569,Martapura,Indonesia,4.02S,114.91E
1908-06-01,26.248,0.493,Martapura,Indonesia,4.02S,114.91E
1908-07-01,25.444000000000003,0.721,Martapura,Indonesia,4.02S,114.91E
1908-08-01,26.291999999999998,0.55,Martapura,Indonesia,4.02S,114.91E
1908-09-01,26.095,0.47200000000000003,Martapura,Indonesia,4.02S,114.91E
1908-10-01,26.325,0.552,Martapura,Indonesia,4.02S,114.91E
1908-11-01,25.976,0.504,Martapura,Indonesia,4.02S,114.91E
1908-12-01,25.179000000000002,0.779,Martapura,Indonesia,4.02S,114.91E
1909-01-01,26.17,0.7040000000000001,Martapura,Indonesia,4.02S,114.91E
1909-02-01,26.201999999999998,0.575,Martapura,Indonesia,4.02S,114.91E
1909-03-01,26.33,0.49,Martapura,Indonesia,4.02S,114.91E
1909-04-01,26.546,0.601,Martapura,Indonesia,4.02S,114.91E
1909-05-01,26.895,0.565,Martapura,Indonesia,4.02S,114.91E
1909-06-01,26.054,0.534,Martapura,Indonesia,4.02S,114.91E
1909-07-01,25.997,0.444,Martapura,Indonesia,4.02S,114.91E
1909-08-01,25.423,0.539,Martapura,Indonesia,4.02S,114.91E
1909-09-01,26.511,0.48,Martapura,Indonesia,4.02S,114.91E
1909-10-01,26.05,0.479,Martapura,Indonesia,4.02S,114.91E
1909-11-01,25.663,0.612,Martapura,Indonesia,4.02S,114.91E
1909-12-01,25.531999999999996,0.929,Martapura,Indonesia,4.02S,114.91E
1910-01-01,26.004,0.7070000000000001,Martapura,Indonesia,4.02S,114.91E
1910-02-01,25.715,0.7959999999999999,Martapura,Indonesia,4.02S,114.91E
1910-03-01,26.493000000000002,0.691,Martapura,Indonesia,4.02S,114.91E
1910-04-01,26.445999999999998,0.527,Martapura,Indonesia,4.02S,114.91E
1910-05-01,26.794,0.563,Martapura,Indonesia,4.02S,114.91E
1910-06-01,26.065,0.655,Martapura,Indonesia,4.02S,114.91E
1910-07-01,26.389,0.5720000000000001,Martapura,Indonesia,4.02S,114.91E
1910-08-01,25.837000000000003,0.489,Martapura,Indonesia,4.02S,114.91E
1910-09-01,26.551,0.457,Martapura,Indonesia,4.02S,114.91E
1910-10-01,26.732,0.6890000000000001,Martapura,Indonesia,4.02S,114.91E
1910-11-01,25.846999999999998,0.653,Martapura,Indonesia,4.02S,114.91E
1910-12-01,25.673000000000002,0.544,Martapura,Indonesia,4.02S,114.91E
1911-01-01,26.208000000000002,0.6729999999999999,Martapura,Indonesia,4.02S,114.91E
1911-02-01,26.107,1.058,Martapura,Indonesia,4.02S,114.91E
1911-03-01,27.058000000000003,0.68,Martapura,Indonesia,4.02S,114.91E
1911-04-01,26.719,0.5870000000000001,Martapura,Indonesia,4.02S,114.91E
1911-05-01,27.094,0.605,Martapura,Indonesia,4.02S,114.91E
1911-06-01,26.066,0.631,Martapura,Indonesia,4.02S,114.91E
1911-07-01,25.965999999999998,0.504,Martapura,Indonesia,4.02S,114.91E
1911-08-01,25.572000000000006,0.7140000000000001,Martapura,Indonesia,4.02S,114.91E
1911-09-01,26.3,0.611,Martapura,Indonesia,4.02S,114.91E
1911-10-01,25.949,0.748,Martapura,Indonesia,4.02S,114.91E
1911-11-01,25.97,0.688,Martapura,Indonesia,4.02S,114.91E
1911-12-01,25.44,0.6920000000000001,Martapura,Indonesia,4.02S,114.91E
1912-01-01,26.113000000000003,0.9009999999999999,Martapura,Indonesia,4.02S,114.91E
1912-02-01,26.433000000000003,0.6,Martapura,Indonesia,4.02S,114.91E
1912-03-01,26.579,1.219,Martapura,Indonesia,4.02S,114.91E
1912-04-01,26.959,0.57,Martapura,Indonesia,4.02S,114.91E
1912-05-01,26.927,0.888,Martapura,Indonesia,4.02S,114.91E
1912-06-01,26.318,0.762,Martapura,Indonesia,4.02S,114.91E
1912-07-01,25.914,0.47100000000000003,Martapura,Indonesia,4.02S,114.91E
1912-08-01,25.488000000000003,0.6559999999999999,Martapura,Indonesia,4.02S,114.91E
1912-09-01,26.285,0.359,Martapura,Indonesia,4.02S,114.91E
1912-10-01,26.14,0.505,Martapura,Indonesia,4.02S,114.91E
1912-11-01,25.842,0.301,Martapura,Indonesia,4.02S,114.91E
1912-12-01,25.623,0.435,Martapura,Indonesia,4.02S,114.91E
1913-01-01,26.044,0.5589999999999999,Martapura,Indonesia,4.02S,114.91E
1913-02-01,26.576,0.607,Martapura,Indonesia,4.02S,114.91E
1913-03-01,26.402,0.679,Martapura,Indonesia,4.02S,114.91E
1913-04-01,26.068,0.335,Martapura,Indonesia,4.02S,114.91E
1913-05-01,26.248,0.49700000000000005,Martapura,Indonesia,4.02S,114.91E
1913-06-01,25.928,0.61,Martapura,Indonesia,4.02S,114.91E
1913-07-01,25.074,0.6659999999999999,Martapura,Indonesia,4.02S,114.91E
1913-08-01,25.711,0.33899999999999997,Martapura,Indonesia,4.02S,114.91E
1913-09-01,25.86,0.401,Martapura,Indonesia,4.02S,114.91E
1913-10-01,25.768,0.414,Martapura,Indonesia,4.02S,114.91E
1913-11-01,25.55,0.35200000000000004,Martapura,Indonesia,4.02S,114.91E
1913-12-01,25.614,0.44799999999999995,Martapura,Indonesia,4.02S,114.91E
1914-01-01,26.035,0.637,Martapura,Indonesia,4.02S,114.91E
1914-02-01,26.485,0.652,Martapura,Indonesia,4.02S,114.91E
1914-03-01,26.62,0.519,Martapura,Indonesia,4.02S,114.91E
1914-04-01,26.646,0.637,Martapura,Indonesia,4.02S,114.91E
1914-05-01,26.778000000000002,0.389,Martapura,Indonesia,4.02S,114.91E
1914-06-01,25.921999999999997,0.376,Martapura,Indonesia,4.02S,114.91E
1914-07-01,25.295,0.691,Martapura,Indonesia,4.02S,114.91E
1914-08-01,25.164,0.4,Martapura,Indonesia,4.02S,114.91E
1914-09-01,25.858,0.96,Martapura,Indonesia,4.02S,114.91E
1914-10-01,26.074,1.258,Martapura,Indonesia,4.02S,114.91E
1914-11-01,26.423,0.434,Martapura,Indonesia,4.02S,114.91E
1914-12-01,25.956999999999997,0.5529999999999999,Martapura,Indonesia,4.02S,114.91E
1915-01-01,26.297,0.354,Martapura,Indonesia,4.02S,114.91E
1915-02-01,26.633000000000003,0.8,Martapura,Indonesia,4.02S,114.91E
1915-03-01,27.015,0.753,Martapura,Indonesia,4.02S,114.91E
1915-04-01,26.71,0.51,Martapura,Indonesia,4.02S,114.91E
1915-05-01,27.464000000000002,0.8,Martapura,Indonesia,4.02S,114.91E
1915-06-01,26.982,0.594,Martapura,Indonesia,4.02S,114.91E
1915-07-01,25.915,0.47200000000000003,Martapura,Indonesia,4.02S,114.91E
1915-08-01,26.058000000000003,0.502,Martapura,Indonesia,4.02S,114.91E
1915-09-01,25.929000000000002,0.718,Martapura,Indonesia,4.02S,114.91E
1915-10-01,26.439,0.617,Martapura,Indonesia,4.02S,114.91E
1915-11-01,26.011,0.6970000000000001,Martapura,Indonesia,4.02S,114.91E
1915-12-01,25.482,0.546,Martapura,Indonesia,4.02S,114.91E
1916-01-01,26.039,0.902,Martapura,Indonesia,4.02S,114.91E
1916-02-01,26.121,0.581,Martapura,Indonesia,4.02S,114.91E
1916-03-01,26.432,0.395,Martapura,Indonesia,4.02S,114.91E
1916-04-01,26.198,0.47200000000000003,Martapura,Indonesia,4.02S,114.91E
1916-05-01,26.339000000000002,0.262,Martapura,Indonesia,4.02S,114.91E
1916-06-01,26.052,0.444,Martapura,Indonesia,4.02S,114.91E
1916-07-01,25.739,0.434,Martapura,Indonesia,4.02S,114.91E
1916-08-01,25.846999999999998,0.452,Martapura,Indonesia,4.02S,114.91E
1916-09-01,26.241,0.7120000000000001,Martapura,Indonesia,4.02S,114.91E
1916-10-01,25.995,0.39799999999999996,Martapura,Indonesia,4.02S,114.91E
1916-11-01,25.66,0.485,Martapura,Indonesia,4.02S,114.91E
1916-12-01,25.476999999999997,0.525,Martapura,Indonesia,4.02S,114.91E
1917-01-01,25.596,0.428,Martapura,Indonesia,4.02S,114.91E
1917-02-01,25.833000000000002,0.386,Martapura,Indonesia,4.02S,114.91E
1917-03-01,26.583000000000002,0.44,Martapura,Indonesia,4.02S,114.91E
1917-04-01,26.504,0.373,Martapura,Indonesia,4.02S,114.91E
1917-05-01,26.533,0.264,Martapura,Indonesia,4.02S,114.91E
1917-06-01,26.198,0.26899999999999996,Martapura,Indonesia,4.02S,114.91E
1917-07-01,26.085,0.503,Martapura,Indonesia,4.02S,114.91E
1917-08-01,26.151999999999997,0.57,Martapura,Indonesia,4.02S,114.91E
1917-09-01,26.4,0.6509999999999999,Martapura,Indonesia,4.02S,114.91E
1917-10-01,25.906999999999996,0.494,Martapura,Indonesia,4.02S,114.91E
1917-11-01,25.945999999999998,0.49,Martapura,Indonesia,4.02S,114.91E
